Cuboid: skywars, -89, 0, 9875, 117, 167, 10078
Chests: '[0:90:10023:54:3:op, -44:91:9984:54:2:Default, 51:91:9997:54:3:Default, -3:91:9949:54:5:Default,
  -51:91:10003:54:2:Default, -21:86:9954:54:3:Default, 21:86:10046:54:2:Default, 3:91:10051:54:4:Default,
  46:86:9979:54:4:Default, 16:90:9983:54:2:op, 44:91:10016:54:3:Default, -43:91:10023:54:2:Default,
  -23:90:10000:54:4:op, 23:90:10000:54:5:op, -47:86:9982:54:5:Default, -18:86:10047:54:2:Default,
  18:86:9953:54:3:Default, 54:86:9999:54:4:Default, 0:90:9977:54:2:op, -54:86:10001:54:5:Default,
  23:91:10043:54:4:Default, -17:90:9984:54:4:op, -46:86:10021:54:5:Default, -23:91:9957:54:5:Default,
  -16:90:10017:54:3:op, -1:86:9946:54:3:Default, 43:91:9977:54:3:Default, 2:95:10001:54:4:Default,
  16:91:9956:54:5:Default, 47:86:10018:54:4:Default, -16:91:10044:54:4:Default, 1:86:10054:54:2:Default,
  17:90:10016:54:3:op]'
Spawnpoints:
  '1': skywars, 0.5, 94, 9952.5, -0.7098572, 0.14997032
  '2': skywars, -19.5, 94, 9960.5, 2.4401555, 4.1999974
  '3': skywars, -40.5, 94, 9981.5, -87.55984, 7.5000014
  '4': skywars, -48.5, 94, 10000.5, -88.60983, 4.6500454
  '5': skywars, -39.5, 94, 10020.5, -94.30984, 1.2000529
  '6': skywars, -18.5, 94, 10041.5, -179.95978, 2.1000566
  '7': skywars, 0.5, 94, 10048.5, -176.95961, 3.9000094
  '8': skywars, 20.5, 94, 10040.5, -186.25967, 6.1500125
  '9': skywars, 41.5, 94, 10019.5, -271.9097, 3.8999913
  '10': skywars, 48.5, 94, 10000.5, -271.0098, 4.800006
  '11': skywars, 40.5, 94, 9980.5, -273.55966, -0.30000114
  '12': skywars, 19.5, 94, 9959.5, -354.8596, 4.7999864
Signs:
  '1': skywars, 13.0, 97, 9.0, 0.0, 0.0
